name,value,date
Coca-Cola,69221.8,1/5/2001
Microsoft,69207.5,1/4/2015
Microsoft,69170.4,1/3/2000
Coca-Cola,69152.6,1/4/2001
Coca-Cola,69083.4,1/3/2001
Coca-Cola,69077.6,1/3/2009
Coca-Cola,69054.6,1/3/2017
Coca-Cola,69014.2,1/2/2001
Coca-Cola,68945,1/1/2001
Coca-Cola,68923.5,1/6/2003
Coca-Cola,68905.8,1/2/2009
IBM,68869.4,1/9/2010
Coca-Cola,68734,1/1/2009
Coca-Cola,68715.4,1/4/2017
Microsoft,68695,1/3/2015
IBM,68669.5,1/6/2014
Microsoft,68657.6,1/4/2000
Coca-Cola,68617.6,1/7/2003
Coca-Cola,68527.3,1/10/2008
Amazon,68392.8,1/2/2017
Coca-Cola,68376.2,1/5/2017
IBM,68351.6,1/8/2010
Coca-Cola,68320.6,1/9/2008
Coca-Cola,68311.7,1/8/2003
Google,68285.1,1/10/2011
Microsoft,68182.5,1/2/2015
Microsoft,68144.8,1/5/2000
Coca-Cola,68113.9,1/8/2008
Coca-Cola,68037,1/6/2017
Coca-Cola,68005.8,1/9/2003
IBM,67954.6,1/7/2014
Apple,67952.8,1/9/2011
Coca-Cola,67907.2,1/7/2008
IBM,67833.8,1/7/2010
Coca-Cola,67700.5,1/6/2008
Coca-Cola,67699.9,1/10/2003
Coca-Cola,67697.8,1/7/2017
Microsoft,67670,1/1/2015
Microsoft,67632,1/6/2000
Coca-Cola,67525,1/1/2005
Coca-Cola,67511.9,1/10/2004
Coca-Cola,67498.8,1/9/2004
Coca-Cola,67493.8,1/5/2008
Coca-Cola,67485.7,1/8/2004
Coca-Cola,67472.6,1/7/2004
Coca-Cola,67472.5,1/2/2005
Coca-Cola,67459.5,1/6/2004
Coca-Cola,67446.4,1/5/2004
Coca-Cola,67433.3,1/4/2004
Coca-Cola,67420.2,1/3/2004
Coca-Cola,67420,1/3/2005
Coca-Cola,67407.1,1/2/2004
Coca-Cola,67394,1/1/2004
Coca-Cola,67367.5,1/4/2005
Coca-Cola,67358.6,1/8/2017
IBM,67316,1/6/2010
Coca-Cola,67315,1/5/2005
Coca-Cola,67287.1,1/4/2008
Coca-Cola,67262.5,1/6/2005
IBM,67239.7,1/8/2014
Coca-Cola,67210,1/7/2005
Coca-Cola,67157.5,1/8/2005
Microsoft,67119.2,1/7/2000
Coca-Cola,67105,1/9/2005
Coca-Cola,67080.4,1/3/2008
Coca-Cola,67052.5,1/10/2005
Coca-Cola,67019.4,1/9/2017
Microsoft,67018.4,1/10/2014
Coca-Cola,67000,1/1/2006
Coca-Cola,66873.7,1/2/2008
Google,66844.2,1/9/2011
Coca-Cola,66832.4,1/2/2006
IBM,66798.2,1/5/2010
Coca-Cola,66680.2,1/10/2017
Coca-Cola,66667,1/1/2008
Coca-Cola,66664.8,1/3/2006
Microsoft,66606.4,1/8/2000
Coca-Cola,66532.7,1/10/2007
IBM,66524.8,1/9/2014
Coca-Cola,66497.2,1/4/2006
Coca-Cola,66398.4,1/9/2007
Microsoft,66366.8,1/9/2014
Coca-Cola,66341,1/1/2018
Coca-Cola,66329.6,1/5/2006
IBM,66280.4,1/4/2010
Coca-Cola,66264.1,1/8/2007
Coca-Cola,66162,1/6/2006
Coca-Cola,66129.8,1/7/2007
Microsoft,66093.6,1/9/2000
Coca-Cola,65995.5,1/6/2007
Coca-Cola,65994.4,1/7/2006
Coca-Cola,65861.2,1/5/2007
Coca-Cola,65826.8,1/8/2006
IBM,65809.9,1/10/2014
IBM,65762.6,1/3/2010
Coca-Cola,65726.9,1/4/2007
Microsoft,65715.2,1/8/2014
Coca-Cola,65659.2,1/9/2006
Coca-Cola,65592.6,1/3/2007
Microsoft,65580.8,1/10/2000
Coca-Cola,65491.6,1/10/2006
Coca-Cola,65458.3,1/2/2007
Google,65403.3,1/8/2011
Coca-Cola,65324,1/1/2007
IBM,65244.8,1/2/2010
Microsoft,65174,1/1/2003
IBM,65095,1/1/2015
Microsoft,65068,1/1/2001
Microsoft,65065.7,1/10/2002
Microsoft,65063.6,1/7/2014
Microsoft,64970.3,1/2/2001
Microsoft,64957.4,1/9/2002
Microsoft,64872.6,1/3/2001
Microsoft,64849.1,1/8/2002
Amazon,64796,1/1/2017
Microsoft,64793.8,1/2/2003
Microsoft,64774.9,1/4/2001
Microsoft,64740.8,1/7/2002
IBM,64727,1/1/2010
Microsoft,64677.2,1/5/2001
Microsoft,64632.5,1/6/2002
Microsoft,64579.5,1/6/2001
Microsoft,64524.2,1/5/2002
Microsoft,64481.8,1/7/2001
Microsoft,64415.9,1/4/2002
Microsoft,64413.6,1/3/2003
Microsoft,64412,1/6/2014
Microsoft,64384.1,1/8/2001
Microsoft,64307.6,1/3/2002
Microsoft,64286.4,1/9/2001
IBM,64275.4,1/10/2009
Microsoft,64199.3,1/2/2002
Microsoft,64188.7,1/10/2001
Microsoft,64091,1/1/2002
Microsoft,64033.4,1/4/2003
Google,63962.4,1/7/2011
IBM,63835.5,1/2/2015
IBM,63823.8,1/9/2009
Microsoft,63760.4,1/5/2014
Microsoft,63653.2,1/5/2003
Apple,63645.2,1/8/2011
IBM,63372.2,1/8/2009
Amazon,63350.2,1/10/2016
Microsoft,63273,1/6/2003
Microsoft,63108.8,1/4/2014
IBM,62920.6,1/7/2009
Microsoft,62892.8,1/7/2003
IBM,62576,1/3/2015
Google,62521.5,1/6/2011
Microsoft,62512.6,1/8/2003
IBM,62469,1/6/2009
Microsoft,62457.2,1/3/2014
Microsoft,62132.4,1/9/2003
IBM,62017.4,1/5/2009
Amazon,61904.4,1/9/2016
Microsoft,61805.6,1/2/2014
Microsoft,61752.2,1/10/2003
IBM,61565.8,1/4/2009
Microsoft,61372,1/1/2004
IBM,61316.5,1/4/2015
Microsoft,61228.9,1/2/2004
Microsoft,61154,1/1/2014
IBM,61114.2,1/3/2009
Microsoft,61085.8,1/3/2004
Google,61080.6,1/5/2011
Microsoft,60993.2,1/10/2013
Microsoft,60942.7,1/4/2004
Microsoft,60895,1/1/2010
Microsoft,60832.4,1/9/2013
Microsoft,60799.6,1/5/2004
Microsoft,60714.2,1/2/2010
Microsoft,60671.6,1/8/2013
IBM,60662.6,1/2/2009
Microsoft,60656.5,1/6/2004
Microsoft,60533.4,1/3/2010
Microsoft,60513.4,1/7/2004
Microsoft,60510.8,1/7/2013
Microsoft,60470.2,1/10/2009
Amazon,60458.6,1/8/2016
Microsoft,60370.3,1/8/2004
Microsoft,60352.6,1/4/2010
Microsoft,60350,1/6/2013
Microsoft,60227.2,1/9/2004
IBM,60211,1/1/2009
Microsoft,60189.2,1/5/2013
Microsoft,60171.8,1/5/2010
IBM,60093,1/10/2008
Microsoft,60084.1,1/10/2004
IBM,60057,1/5/2015
Microsoft,60045.4,1/9/2009
Microsoft,60028.4,1/4/2013
Microsoft,59991,1/6/2010
IBM,59975,1/9/2008
Microsoft,59941,1/1/2005
Samsung,59890,1/1/2018
Microsoft,59867.6,1/3/2013
IBM,59857,1/8/2008
Microsoft,59810.2,1/7/2010
IBM,59739,1/7/2008
Microsoft,59706.8,1/2/2013
Google,59639.7,1/4/2011
Microsoft,59639.5,1/2/2005
Microsoft,59629.4,1/8/2010
IBM,59621,1/6/2008
Microsoft,59620.6,1/8/2009
Microsoft,59546,1/1/2013
Samsung,59525.9,1/10/2017
IBM,59503,1/5/2008
Microsoft,59448.6,1/9/2010
IBM,59385,1/4/2008
Microsoft,59376.7,1/10/2012
Microsoft,59338,1/3/2005
Apple,59337.6,1/7/2011
Microsoft,59267.8,1/10/2010
IBM,59267,1/3/2008
Microsoft,59207.4,1/9/2012
Microsoft,59195.8,1/7/2009
Samsung,59161.8,1/9/2017
IBM,59149,1/2/2008
Microsoft,59087,1/1/2011
Microsoft,59038.1,1/8/2012
Microsoft,59036.5,1/4/2005
IBM,59031,1/1/2008
Amazon,59012.8,1/7/2016
Microsoft,59007,1/1/2008
Microsoft,58977.2,1/10/2007
Microsoft,58963.6,1/2/2011
Microsoft,58947.4,1/9/2007
Microsoft,58917.6,1/8/2007
Microsoft,58887.8,1/7/2007
Microsoft,58868.8,1/7/2012
Microsoft,58858,1/6/2007
Microsoft,58840.2,1/3/2011
IBM,58836.9,1/10/2007
Microsoft,58828.2,1/5/2007
Microsoft,58798.4,1/4/2007
Samsung,58797.7,1/8/2017
IBM,58797.5,1/6/2015
Microsoft,58771,1/2/2008
Microsoft,58771,1/6/2009
Microsoft,58768.6,1/3/2007
Microsoft,58738.8,1/2/2007
Microsoft,58735,1/5/2005
Microsoft,58716.8,1/4/2011
Microsoft,58709,1/1/2007
Microsoft,58699.5,1/6/2012
IBM,58642.8,1/9/2007
Microsoft,58593.4,1/5/2011
Microsoft,58535,1/3/2008
Microsoft,58530.7,1/10/2006
Microsoft,58530.2,1/5/2012
Microsoft,58470,1/6/2011
IBM,58448.7,1/8/2007
Samsung,58433.6,1/7/2017
Microsoft,58433.5,1/6/2005
Microsoft,58360.9,1/4/2012
Microsoft,58352.4,1/9/2006
Microsoft,58346.6,1/7/2011
Microsoft,58346.2,1/5/2009
Microsoft,58299,1/4/2008
IBM,58254.6,1/7/2007
Microsoft,58223.2,1/8/2011
Google,58198.8,1/3/2011
Microsoft,58191.6,1/3/2012
Microsoft,58174.1,1/8/2006
Microsoft,58132,1/7/2005
Microsoft,58099.8,1/9/2011
Samsung,58069.5,1/6/2017
Microsoft,58063,1/5/2008
IBM,58060.5,1/6/2007
Microsoft,58022.3,1/2/2012
Microsoft,57995.8,1/7/2006
Microsoft,57976.4,1/10/2011
Microsoft,57921.4,1/4/2009
IBM,57866.4,1/5/2007
Microsoft,57853,1/1/2012
Microsoft,57830.5,1/8/2005
Microsoft,57827,1/6/2008
Microsoft,57817.5,1/6/2006
Samsung,57705.4,1/5/2017
IBM,57672.3,1/4/2007
Microsoft,57639.2,1/5/2006
Microsoft,57591,1/7/2008
Amazon,57567,1/6/2016
IBM,57538,1/7/2015
Microsoft,57529,1/9/2005
Microsoft,57496.6,1/3/2009
IBM,57478.2,1/3/2007
Microsoft,57460.9,1/4/2006
Microsoft,57355,1/8/2008
Samsung,57341.3,1/4/2017
IBM,57284.1,1/2/2007
Microsoft,57282.6,1/3/2006
Microsoft,57227.5,1/10/2005
Microsoft,57119,1/9/2008
Microsoft,57104.3,1/2/2006
IBM,57090,1/1/2007
Microsoft,57071.8,1/2/2009
IBM,57001.1,1/10/2006
Samsung,56977.2,1/3/2017
Microsoft,56926,1/1/2006
IBM,56912.2,1/9/2006
Microsoft,56883,1/10/2008
IBM,56823.3,1/8/2006
Google,56757.9,1/2/2011
IBM,56734.4,1/7/2006
Microsoft,56647,1/1/2009
IBM,56645.5,1/6/2006
Samsung,56613.1,1/2/2017
IBM,56556.6,1/5/2006
IBM,56467.7,1/4/2006
IBM,56378.8,1/3/2006
IBM,56289.9,1/2/2006
IBM,56278.5,1/8/2015
Samsung,56249,1/1/2017
IBM,56201,1/1/2006
Amazon,56121.2,1/5/2016
IBM,55918.5,1/10/2005
Samsung,55804.9,1/10/2016
IBM,55636,1/9/2005
Samsung,55360.8,1/9/2016
IBM,55353.5,1/8/2005
Google,55317,1/1/2011
IBM,55071,1/7/2005
Apple,55030,1/6/2011
IBM,55019,1/9/2015
Samsung,54916.7,1/8/2016
IBM,54788.5,1/6/2005
Amazon,54675.4,1/4/2016
IBM,54506,1/5/2005
Samsung,54472.6,1/7/2016
IBM,54223.5,1/4/2005
Google,54141,1/10/2010
Samsung,54028.5,1/6/2016
IBM,53941,1/3/2005
IBM,53791,1/1/2004
IBM,53759.5,1/10/2015
IBM,53749.5,1/2/2004
IBM,53708,1/3/2004
IBM,53666.5,1/4/2004
IBM,53658.5,1/2/2005
IBM,53625,1/5/2004
IBM,53588.6,1/10/2003
Samsung,53584.4,1/5/2016
IBM,53583.5,1/6/2004
Toyota,53580,1/1/2016
IBM,53542,1/7/2004
IBM,53500.5,1/8/2004
IBM,53459,1/9/2004
IBM,53417.5,1/10/2004
Toyota,53404,1/1/2018
IBM,53386.2,1/9/2003
IBM,53376,1/1/2005
Toyota,53251.1,1/2/2016
Amazon,53229.6,1/3/2016
IBM,53183.8,1/8/2003
IBM,53183,1/1/2000
Samsung,53140.3,1/4/2016
IBM,53139.9,1/2/2000
Toyota,53126.8,1/10/2015
IBM,53096.8,1/3/2000
Toyota,53092.7,1/10/2017
GE,53086,1/1/2008
IBM,53053.7,1/4/2000
IBM,53010.6,1/5/2000
IBM,52981.4,1/7/2003
IBM,52967.5,1/6/2000
Google,52965,1/9/2010
GE,52934.3,1/10/2007
IBM,52924.4,1/7/2000
Toyota,52922.2,1/3/2016
IBM,52881.3,1/8/2000
IBM,52838.2,1/9/2000
IBM,52795.1,1/10/2000
GE,52782.6,1/9/2007
Toyota,52781.4,1/9/2017
IBM,52779,1/6/2003
IBM,52752,1/1/2001
Samsung,52696.2,1/3/2016
Toyota,52673.6,1/9/2015
GE,52630.9,1/8/2007
IBM,52595.6,1/2/2001
Toyota,52593.3,1/4/2016
IBM,52576.6,1/5/2003
GE,52555.1,1/2/2008
IBM,52500,1/1/2016
GE,52479.2,1/7/2007
Toyota,52470.1,1/8/2017
IBM,52439.2,1/3/2001
IBM,52374.2,1/4/2003
GE,52327.5,1/6/2007
IBM,52282.8,1/4/2001
Toyota,52264.4,1/5/2016
Samsung,52252.1,1/2/2016
Toyota,52220.4,1/8/2015
GE,52175.8,1/5/2007
IBM,52171.8,1/3/2003
Toyota,52158.8,1/7/2017
IBM,52126.4,1/5/2001
GE,52024.2,1/3/2008
GE,52024.1,1/4/2007
IBM,51970,1/6/2001
IBM,51969.4,1/2/2003
Toyota,51935.5,1/6/2016
IBM,51932.9,1/2/2016
GE,51872.4,1/3/2007
Toyota,51847.5,1/6/2017
IBM,51813.6,1/7/2001
Samsung,51808,1/1/2016
Google,51789,1/8/2010
Amazon,51783.8,1/2/2016
Toyota,51767.2,1/7/2015
IBM,51767,1/1/2003
GE,51720.7,1/2/2007
IBM,51709.1,1/10/2002
IBM,51657.2,1/8/2001
IBM,51651.2,1/9/2002
Toyota,51606.6,1/7/2016
IBM,51593.3,1/8/2002
GE,51569,1/1/2007
Toyota,51536.2,1/5/2017
IBM,51535.4,1/7/2002
IBM,51500.8,1/9/2001
GE,51493.3,1/4/2008
IBM,51477.5,1/6/2002
IBM,51419.6,1/5/2002
IBM,51365.8,1/3/2016
IBM,51361.7,1/4/2002
IBM,51344.4,1/10/2001
Toyota,51314,1/6/2015
IBM,51303.8,1/3/2002
GE,51302.8,1/10/2006
Toyota,51277.7,1/8/2016
IBM,51245.9,1/2/2002
Toyota,51224.9,1/4/2017
IBM,51188,1/1/2002
Samsung,51156.9,1/10/2015
GE,51036.6,1/9/2006
GE,50962.4,1/5/2008
Toyota,50948.8,1/9/2016
Toyota,50913.6,1/3/2017
Toyota,50860.8,1/5/2015
IBM,50798.7,1/4/2016
GE,50770.4,1/8/2006
Apple,50722.4,1/5/2011
Toyota,50619.9,1/10/2016
Google,50613,1/7/2010
Toyota,50602.3,1/2/2017
Samsung,50505.8,1/9/2015
GE,50504.2,1/7/2006
GE,50431.5,1/6/2008
Toyota,50407.6,1/4/2015
Amazon,50338,1/1/2016
Toyota,50291,1/1/2017
GE,50238,1/6/2006
IBM,50231.6,1/5/2016
GE,49971.8,1/5/2006
Toyota,49954.4,1/3/2015
GE,49900.6,1/7/2008
Samsung,49854.7,1/8/2015
GE,49705.6,1/4/2006
IBM,49664.5,1/6/2016
Toyota,49501.2,1/2/2015
GE,49439.4,1/3/2006
Google,49437,1/6/2010
GE,49369.7,1/8/2008
Samsung,49203.6,1/7/2015
GE,49173.2,1/2/2006
Amazon,49099,1/10/2015
IBM,49097.4,1/7/2016
Toyota,49048,1/1/2015
GE,48907,1/1/2006
GE,48838.8,1/9/2008
GE,48715.9,1/10/2005
Mercedes-Benz,48601,1/1/2018
Samsung,48552.5,1/6/2015
IBM,48530.3,1/8/2016
GE,48524.8,1/9/2005
Mercedes-Benz,48523.8,1/10/2017
Mercedes-Benz,48446.6,1/9/2017
Toyota,48382.4,1/10/2014
Mercedes-Benz,48369.4,1/8/2017
GE,48333.7,1/8/2005
GE,48307.9,1/10/2008
Mercedes-Benz,48292.2,1/7/2017
Google,48261,1/5/2010
Mercedes-Benz,48215,1/6/2017
Facebook,48188,1/1/2017
GE,48142.6,1/7/2005
Mercedes-Benz,48137.8,1/5/2017
Mercedes-Benz,48060.6,1/4/2017
Mercedes-Benz,47983.4,1/3/2017
IBM,47963.2,1/9/2016
GE,47951.5,1/6/2005
Mercedes-Benz,47906.2,1/2/2017
Samsung,47901.4,1/5/2015
Facebook,47886,1/2/2017
Amazon,47860,1/9/2015
Mercedes-Benz,47829,1/1/2017
GE,47777,1/1/2009
GE,47760.4,1/5/2005
Toyota,47716.8,1/9/2014
Facebook,47584,1/3/2017
GE,47569.3,1/4/2005
IBM,47396.1,1/10/2016
Mercedes-Benz,47395.1,1/10/2016
GE,47378.2,1/3/2005
Facebook,47282,1/4/2017
GE,47280.1,1/2/2009
Samsung,47250.3,1/4/2015
GE,47187.1,1/2/2005
Google,47085,1/4/2010
Toyota,47051.2,1/8/2014
GE,46996,1/1/2005
Facebook,46980,1/5/2017
Mercedes-Benz,46961.2,1/9/2016
GE,46947,1/1/2013
IBM,46829,1/1/2017
GE,46800.3,1/2/2013
GE,46783.2,1/3/2009
GE,46707.5,1/10/2004
Facebook,46678,1/6/2017
GE,46653.6,1/3/2013
